dataset,fold_id,partition,block_id,budget_fraction,method,selected_n,predicted_worst_value,realized_worst_value,realized_mean_value,realized_scenario_spread,predicted_paired_margin,realized_paired_margin,realized_paired_mean,changed_actions,realized_dominance,predicted_discrepancy_tolerance,solver_gap,feasible,certified_switch,calibrated_paired_margin_lower_bound
divvy,1,set_cal,2024-04-01,0.01,StructuralRobust,7.0,6.155723040310913,0.0,0.0,0.0,0.13756215419409745,-1.12,-1.1,4.0,0.0,0.03439053854852436,0.0,1.0,,
divvy,1,set_cal,2024-04-01,0.01,RiskFirst,7.0,0.0,0.8,1.1,0.40000000000000013,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,ExpectedActionValue,7.0,5.723371400519306,0.0,0.0,0.0,6.186727727834394,-1.12,-1.1,14.0,0.0,0.44190912341674243,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,PointwiseWorstAction,7.0,5.673901598926867,0.0,0.0,0.0,6.131674961133399,-1.12,-1.1,14.0,0.0,0.43797678293809994,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,ScenarioCVaR,7.0,5.673901598926867,0.0,0.0,0.0,6.131674961133399,-1.12,-1.1,14.0,0.0,0.43797678293809994,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,TemporalContext2024,7.0,0.0,0.8,1.1,0.40000000000000013,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,NetworkPropagation2024,7.0,0.0,0.8,1.1,0.40000000000000013,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,CalibratedUncertainty2025,7.0,0.0,0.8,1.1,0.40000000000000013,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,MappedPTO2026,7.0,0.0,1.6,1.9,0.3999999999999999,2.7931049100659764e-05,0.8000000000000003,0.8000000000000003,2.0,1.0,1.3965524550329882e-05,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,GroupAware2025,7.0,0.0,0.8,1.1,0.40000000000000013,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.01,RobustImprovement2025,7.0,0.0,0.0,0.0,0.0,0.0,-1.12,-1.1,2.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,StructuralRobust,20.0,9.594963275222634,1.6,1.9,0.3999999999999999,0.10615326683426751,0.0,0.0,8.0,1.0,0.013269158354283439,0.0,1.0,,
divvy,1,set_cal,2024-04-01,0.03,RiskFirst,20.0,0.07217660473002134,1.6,1.9,0.3999999999999999,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,ExpectedActionValue,20.0,7.924642361705372,0.0,0.0,0.0,8.417356543364372,-1.9200000000000004,-1.9000000000000004,38.0,0.0,0.22150938272011506,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,PointwiseWorstAction,20.0,7.924642361705372,0.0,0.0,0.0,8.417356543364372,-1.9200000000000004,-1.9000000000000004,38.0,0.0,0.22150938272011506,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,ScenarioCVaR,20.0,7.924642361705372,0.0,0.0,0.0,8.417356543364372,-1.9200000000000004,-1.9000000000000004,38.0,0.0,0.22150938272011506,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,TemporalContext2024,20.0,0.07217660473002134,1.6,1.9,0.3999999999999999,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,NetworkPropagation2024,20.0,0.03963608912121865,1.6,1.9,0.3999999999999999,-0.03005656044016361,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,CalibratedUncertainty2025,20.0,0.23980070802620285,1.6,1.9,0.3999999999999999,0.18303106200069869,0.0,0.0,6.0,1.0,0.030505177000116446,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,MappedPTO2026,20.0,0.07217660473002134,1.6,1.9,0.3999999999999999,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,GroupAware2025,20.0,0.07217660473002134,1.6,1.9,0.3999999999999999,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.03,RobustImprovement2025,20.0,0.02897972601366324,1.6,1.9,0.3999999999999999,-0.04976973767642169,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,StructuralRobust,33.0,10.654563693684851,1.6,1.9,0.3999999999999999,0.15149953075695244,0.0,0.0,8.0,1.0,0.018937441344619055,0.0,1.0,,
divvy,1,set_cal,2024-04-01,0.05,RiskFirst,33.0,1.5105481329138566,1.6,1.9,0.3999999999999999,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,ExpectedActionValue,33.0,8.412356693091064,0.0,0.0,0.0,7.2033042153213485,-1.9200000000000004,-1.9000000000000004,56.0,0.0,0.12863043241645264,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,PointwiseWorstAction,33.0,8.403246070275614,0.0,0.0,0.0,7.187793426725141,-1.9200000000000004,-1.9000000000000004,56.0,0.0,0.12835345404866322,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,ScenarioCVaR,33.0,8.403246070275614,0.0,0.0,0.0,7.187793426725141,-1.9200000000000004,-1.9000000000000004,56.0,0.0,0.12835345404866322,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,TemporalContext2024,33.0,0.24215052177871607,1.6,1.9,0.3999999999999999,-1.6166054635818363,0.0,0.0,6.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,NetworkPropagation2024,33.0,0.2424036092710284,1.6,1.9,0.3999999999999999,-1.6172587348092615,0.0,0.0,6.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,CalibratedUncertainty2025,33.0,1.5144283617151313,1.6,1.9,0.3999999999999999,0.0024343242682287602,0.0,0.0,8.0,1.0,0.00030429053352859503,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,MappedPTO2026,33.0,1.5105481329138566,1.6,1.9,0.3999999999999999,-1.430480699493586e-05,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,GroupAware2025,33.0,1.5083017806586556,1.6,1.9,0.3999999999999999,-0.002590392715606571,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.05,RobustImprovement2025,33.0,1.5105481329138566,1.6,1.9,0.3999999999999999,-2.220446049250313e-16,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,StructuralRobust,67.0,11.610125296743126,1.6,1.9,0.3999999999999999,0.33181372883286997,-0.8000000000000003,-0.8000000000000003,28.0,0.0,0.011850490315459641,0.0,1.0,,
divvy,1,set_cal,2024-04-01,0.1,RiskFirst,67.0,1.5212923041789175,2.4000000000000004,2.7,0.39999999999999947,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,ExpectedActionValue,67.0,8.836921574519057,1.2000000000000002,1.2000000000000002,0.0,7.670253686991288,-1.5200000000000005,-1.5000000000000004,124.0,0.0,0.06185688457251039,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,PointwiseWorstAction,67.0,8.816750212737512,0.0,0.0,0.0,7.640765747777699,-2.7200000000000006,-2.7000000000000006,124.0,0.0,0.061619078611110475,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,ScenarioCVaR,67.0,8.816750212737512,0.0,0.0,0.0,7.640765747777699,-2.7200000000000006,-2.7000000000000006,124.0,0.0,0.061619078611110475,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,TemporalContext2024,67.0,2.424343074440153,1.6,1.9,0.3999999999999999,0.9194976810835518,-0.8000000000000003,-0.8000000000000003,34.0,0.0,0.027044049443633877,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,NetworkPropagation2024,67.0,1.5210645069992663,1.6,1.9,0.3999999999999999,0.0025361682452724743,-0.8000000000000003,-0.8000000000000003,20.0,0.0,0.00012680841226362372,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,CalibratedUncertainty2025,67.0,1.5475172633969425,2.4000000000000004,2.7,0.39999999999999947,0.011930956557284489,0.0,0.0,40.0,1.0,0.0002982739139321122,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,MappedPTO2026,67.0,1.5212923041789175,2.4000000000000004,2.7,0.39999999999999947,-2.220446049250313e-16,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,GroupAware2025,67.0,1.5322024248200063,3.6000000000000005,3.9000000000000004,0.39999999999999947,0.002319715923348342,1.2000000000000002,1.2000000000000002,12.0,1.0,0.00019330966027902852,,1.0,,
divvy,1,set_cal,2024-04-01,0.1,RobustImprovement2025,67.0,1.5261080561516436,2.4000000000000004,2.7,0.39999999999999947,0.011627961379473195,0.0,0.0,14.0,1.0,0.0008305686699623711,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,StructuralRobust,133.0,12.0350175121249,3.5999999999999996,3.9,0.40000000000000036,0.2987614753501333,-1.2000000000000002,-1.2000000000000002,50.0,0.0,0.005975229507002666,0.0,1.0,,
divvy,1,set_cal,2024-04-01,0.2,RiskFirst,133.0,2.8922365251380664,4.800000000000001,5.1,0.39999999999999947,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,ExpectedActionValue,133.0,9.08572067133526,1.2000000000000002,1.2000000000000002,0.0,6.4579964441160005,-3.920000000000001,-3.9000000000000012,230.0,0.0,0.028078245409200002,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,PointwiseWorstAction,133.0,8.951229193330729,0.0,0.0,0.0,6.352462540085888,-5.120000000000001,-5.100000000000001,228.0,0.0,0.027861677807394247,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,ScenarioCVaR,133.0,8.951229193330729,0.0,0.0,0.0,6.352462540085888,-5.120000000000001,-5.100000000000001,228.0,0.0,0.027861677807394247,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,TemporalContext2024,133.0,2.9125899588769646,3.6000000000000005,3.9000000000000004,0.39999999999999947,0.009121181064351447,-1.2000000000000002,-1.2000000000000002,58.0,0.0,0.00015726174248881805,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,NetworkPropagation2024,133.0,1.9979365605653725,2.4000000000000004,2.7,0.39999999999999947,-0.9129715603243191,-2.4000000000000004,-2.4000000000000004,40.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,CalibratedUncertainty2025,133.0,1.782399569991174,2.4000000000000004,2.7,0.39999999999999947,-1.1633526217964607,-2.4000000000000004,-2.4000000000000004,140.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,MappedPTO2026,133.0,2.9677594280537893,4.800000000000001,5.1,0.39999999999999947,0.05638067094505983,0.0,0.0,32.0,1.0,0.0017618959670331197,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,GroupAware2025,133.0,2.2126412444517918,3.6000000000000005,3.9000000000000004,0.39999999999999947,-0.812018056928173,-1.2000000000000002,-1.2000000000000002,120.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-01,0.2,RobustImprovement2025,133.0,3.0672998576019204,4.800000000000001,5.1,0.39999999999999947,0.19218310664738825,0.0,0.0,86.0,1.0,0.0022346872865975378,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,StructuralRobust,7.0,4.794530833553853,4.4,4.4,0.0,-0.07056561594625244,0.7999999999999998,0.7999999999999998,4.0,1.0,0.0,0.0,1.0,,
divvy,1,set_cal,2024-04-02,0.01,RiskFirst,7.0,0.0,3.6000000000000005,3.6000000000000005,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,ExpectedActionValue,7.0,3.836400552867013,0.0,0.0,0.0,4.164424122248514,-3.6000000000000005,-3.6000000000000005,14.0,0.0,0.29745886587489384,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,PointwiseWorstAction,7.0,3.93117340169618,0.0,0.0,0.0,4.177786451383941,-3.6000000000000005,-3.6000000000000005,14.0,0.0,0.2984133179559958,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,ScenarioCVaR,7.0,3.93117340169618,0.0,0.0,0.0,4.177786451383941,-3.6000000000000005,-3.6000000000000005,14.0,0.0,0.2984133179559958,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,TemporalContext2024,7.0,0.06930070693721728,3.6000000000000005,3.6000000000000005,0.0,0.07463845434763913,0.0,0.0,2.0,1.0,0.037319227173819566,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,NetworkPropagation2024,7.0,0.09645259323100006,2.8000000000000003,2.8000000000000003,0.0,0.12573787371361372,-0.8000000000000003,-0.8000000000000003,4.0,0.0,0.03143446842840343,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,CalibratedUncertainty2025,7.0,0.0,3.6000000000000005,3.6000000000000005,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,MappedPTO2026,7.0,0.019230340661586562,2.8000000000000003,2.8000000000000003,0.0,0.04903285329803871,-0.8000000000000003,-0.8000000000000003,2.0,0.0,0.024516426649019357,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,GroupAware2025,7.0,0.0,3.6000000000000005,3.6000000000000005,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-02,0.01,RobustImprovement2025,7.0,0.019230340661586562,3.6000000000000005,3.6000000000000005,0.0,0.04784386641677476,0.0,0.0,4.0,1.0,0.01196096660419369,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,StructuralRobust,22.0,8.988340077343752,6.4,6.4,0.0,0.7672421031153416,1.5999999999999996,1.5999999999999996,12.0,1.0,0.06393684192627846,0.0,1.0,,
divvy,1,set_cal,2024-04-02,0.03,RiskFirst,22.0,0.1645903195706923,4.800000000000001,4.800000000000001,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,ExpectedActionValue,22.0,6.503646620567446,0.0,0.0,0.0,6.9348759863058165,-4.800000000000001,-4.800000000000001,44.0,0.0,0.15761081787058673,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,PointwiseWorstAction,22.0,6.503646620567446,0.0,0.0,0.0,6.9348759863058165,-4.800000000000001,-4.800000000000001,44.0,0.0,0.15761081787058673,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,ScenarioCVaR,22.0,6.503646620567446,0.0,0.0,0.0,6.9348759863058165,-4.800000000000001,-4.800000000000001,44.0,0.0,0.15761081787058673,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,TemporalContext2024,22.0,0.16688542289211708,4.800000000000001,4.800000000000001,0.0,0.0009772820680592487,0.0,0.0,2.0,1.0,0.0004886410340296243,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,NetworkPropagation2024,22.0,0.1645903195706923,4.800000000000001,4.800000000000001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,CalibratedUncertainty2025,22.0,0.1399033653780868,4.800000000000001,4.800000000000001,0.0,-0.019150219653285283,0.0,0.0,8.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,MappedPTO2026,22.0,0.16402383029084486,4.800000000000001,4.800000000000001,0.0,-0.0004056300884603403,0.0,0.0,4.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,GroupAware2025,22.0,0.1645903195706923,4.800000000000001,4.800000000000001,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.03,RobustImprovement2025,22.0,0.16402383029084486,4.800000000000001,4.800000000000001,0.0,-0.0004056300884603403,0.0,0.0,4.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,StructuralRobust,36.0,10.236714984327776,6.4,6.4,0.0,1.1691194740891842,-0.8000000000000007,-0.8000000000000007,20.0,0.0,0.05845597370445921,0.0,1.0,,
divvy,1,set_cal,2024-04-02,0.05,RiskFirst,36.0,0.20889472885027766,7.2,7.2,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,ExpectedActionValue,36.0,7.2295640023191226,0.0,0.0,0.0,7.689721591735434,-7.200000000000001,-7.200000000000001,66.0,0.0,0.11651093320811264,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,PointwiseWorstAction,36.0,7.223177150497679,0.0,0.0,0.0,7.6677927302532165,-7.200000000000001,-7.200000000000001,68.0,0.0,0.11276165779784142,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,ScenarioCVaR,36.0,7.223177150497679,0.0,0.0,0.0,7.6677927302532165,-7.200000000000001,-7.200000000000001,68.0,0.0,0.11276165779784142,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,TemporalContext2024,36.0,0.18018088360307205,5.6000000000000005,5.6000000000000005,0.0,-0.005415143307718889,-1.6000000000000005,-1.6000000000000005,20.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,NetworkPropagation2024,36.0,0.7162001198288288,4.800000000000001,4.800000000000001,0.0,0.5895353267142276,-2.4000000000000004,-2.4000000000000004,16.0,0.0,0.036845957919639225,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,CalibratedUncertainty2025,36.0,0.2985350046939506,6.000000000000001,6.000000000000001,0.0,0.08550743338056133,-1.2000000000000002,-1.2000000000000002,18.0,0.0,0.004750412965586741,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,MappedPTO2026,36.0,0.20889472885027766,7.200000000000001,7.200000000000001,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,GroupAware2025,36.0,0.22043201687406966,7.2,7.2,0.0,0.012275230121949476,0.0,0.0,6.0,1.0,0.0020458716869915794,,1.0,,
divvy,1,set_cal,2024-04-02,0.05,RobustImprovement2025,36.0,0.20820757178181096,7.200000000000001,7.200000000000001,0.0,-0.0003744418159778995,0.0,0.0,6.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,StructuralRobust,72.0,11.267445573291635,8.4,8.4,0.0,0.7558278352132781,0.40000000000000036,0.40000000000000036,28.0,1.0,0.026993851257617076,0.0,1.0,,
divvy,1,set_cal,2024-04-02,0.1,RiskFirst,72.0,0.9317763716491142,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,ExpectedActionValue,72.0,7.943738953991998,0.0,0.0,0.0,7.6036449102465,-8.000000000000002,-8.000000000000002,122.0,0.0,0.06232495828070901,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,PointwiseWorstAction,72.0,7.91760544732796,0.4,0.4,0.0,7.567649378442983,-7.600000000000001,-7.600000000000001,120.0,0.0,0.06306374482035819,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,ScenarioCVaR,72.0,7.91760544732796,0.4,0.4,0.0,7.567649378442983,-7.600000000000001,-7.600000000000001,120.0,0.0,0.06306374482035819,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,TemporalContext2024,72.0,0.4185043075621508,7.200000000000001,7.200000000000001,0.0,-0.6233369323497715,-0.8000000000000007,-0.8000000000000007,42.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,NetworkPropagation2024,72.0,1.0335730166756485,8.0,8.0,0.0,0.10106221398286563,0.0,0.0,8.0,1.0,0.012632776747858204,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,CalibratedUncertainty2025,72.0,0.392044364649231,6.400000000000001,6.400000000000001,0.0,-0.7061493596651831,-1.6000000000000005,-1.6000000000000005,66.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,MappedPTO2026,72.0,0.3675999590545592,8.000000000000002,8.000000000000002,0.0,-0.67315659076875,0.0,0.0,20.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,GroupAware2025,72.0,0.9639021655157829,7.6000000000000005,7.6000000000000005,0.0,0.011012325762536301,-0.40000000000000036,-0.40000000000000036,30.0,0.0,0.00036707752541787674,,1.0,,
divvy,1,set_cal,2024-04-02,0.1,RobustImprovement2025,72.0,0.5445149569807739,8.000000000000002,8.000000000000002,0.0,-0.49712183910552177,0.0,0.0,14.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,StructuralRobust,145.0,11.599848760113373,8.8,8.8,0.0,0.7035646395416713,0.40000000000000036,0.40000000000000036,84.0,1.0,0.00837576951835323,0.0,1.0,,
divvy,1,set_cal,2024-04-02,0.2,RiskFirst,145.0,1.7935483920915967,8.4,8.4,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,ExpectedActionValue,145.0,8.310326324569905,1.2000000000000002,1.2000000000000002,0.0,7.015960174725384,-7.200000000000002,-7.200000000000002,216.0,0.0,0.03248129710521011,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,PointwiseWorstAction,145.0,8.1363981925969,1.2000000000000002,1.2000000000000002,0.0,6.85072389808111,-7.200000000000002,-7.200000000000002,224.0,0.0,0.030583588830719242,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,ScenarioCVaR,145.0,8.1363981925969,1.2000000000000002,1.2000000000000002,0.0,6.85072389808111,-7.200000000000002,-7.200000000000002,224.0,0.0,0.030583588830719242,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,TemporalContext2024,145.0,1.8294207588255478,8.400000000000002,8.400000000000002,0.0,0.031893166789839666,0.0,0.0,72.0,1.0,0.00044296064985888426,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,NetworkPropagation2024,145.0,1.6939040454931122,8.4,8.4,0.0,-0.10041842162025016,0.0,0.0,20.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,CalibratedUncertainty2025,145.0,1.3419769460986326,6.400000000000001,6.400000000000001,0.0,-0.568935911999219,-2.000000000000001,-2.000000000000001,178.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,MappedPTO2026,145.0,1.5605789781236146,8.800000000000002,8.800000000000002,0.0,-0.24594259475930325,0.40000000000000036,0.40000000000000036,58.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,GroupAware2025,145.0,1.6113665960288381,8.0,8.0,0.0,-0.20578111789381714,-0.40000000000000036,-0.40000000000000036,134.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-02,0.2,RobustImprovement2025,145.0,0.6879780022735839,8.000000000000002,8.000000000000002,0.0,-1.242802602644894,-0.40000000000000036,-0.40000000000000036,144.0,0.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,StructuralRobust,6.0,5.187965712380954,1.2000000000000002,1.2000000000000002,0.0,-0.1406704503388605,-1.6000000000000005,-1.6000000000000005,2.0,0.0,0.0,0.0,1.0,,
divvy,1,set_cal,2024-04-03,0.01,RiskFirst,6.0,0.023509805193829433,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,ExpectedActionValue,6.0,5.005364368676037,0.0,0.0,0.0,5.106143041053271,-2.8000000000000007,-2.8000000000000007,12.0,0.0,0.4255119200877726,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,PointwiseWorstAction,6.0,5.005364368676037,0.0,0.0,0.0,5.106143041053271,-2.8000000000000007,-2.8000000000000007,12.0,0.0,0.4255119200877726,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,ScenarioCVaR,6.0,5.005364368676037,0.0,0.0,0.0,5.106143041053271,-2.8000000000000007,-2.8000000000000007,12.0,0.0,0.4255119200877726,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,TemporalContext2024,6.0,0.023509805193829433,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,NetworkPropagation2024,6.0,0.023509805193829433,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,CalibratedUncertainty2025,6.0,0.022847374972080805,2.8000000000000003,2.8000000000000003,0.0,-0.0024065659060681505,0.0,0.0,2.0,1.0,0.0,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,MappedPTO2026,6.0,0.023509805193829433,2.8000000000000003,2.8000000000000003,0.0,-6.938893903907228e-18,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,GroupAware2025,6.0,0.023509805193829433,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.01,RobustImprovement2025,6.0,0.023509805193829433,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,StructuralRobust,19.0,9.197439086264179,2.8000000000000003,2.8000000000000003,0.0,0.17118800201122042,0.0,0.0,6.0,1.0,0.028531333668536735,0.0,1.0,,
divvy,1,set_cal,2024-04-03,0.03,RiskFirst,19.0,0.41893201005708336,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,ExpectedActionValue,19.0,10.093614365718057,0.0,0.0,0.0,9.906514814364833,-2.8000000000000007,-2.8000000000000007,36.0,0.0,0.2751809670656898,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,PointwiseWorstAction,19.0,10.093614365718057,0.0,0.0,0.0,9.906514814364833,-2.8000000000000007,-2.8000000000000007,36.0,0.0,0.2751809670656898,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,ScenarioCVaR,19.0,10.093614365718057,0.0,0.0,0.0,9.906514814364833,-2.8000000000000007,-2.8000000000000007,36.0,0.0,0.2751809670656898,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,TemporalContext2024,19.0,0.41893201005708336,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,NetworkPropagation2024,19.0,0.4190693838328766,2.8000000000000003,2.8000000000000003,0.0,6.102754226233742e-05,0.0,0.0,2.0,1.0,3.051377113116871e-05,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,CalibratedUncertainty2025,19.0,0.41932979256511677,2.8000000000000003,2.8000000000000003,0.0,1.0115656001896678e-05,0.0,0.0,8.0,1.0,1.2644570002370847e-06,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,MappedPTO2026,19.0,0.41893201005708336,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,GroupAware2025,19.0,0.41893201005708336,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,inf,,1.0,,
divvy,1,set_cal,2024-04-03,0.03,RobustImprovement2025,19.0,0.41889624803959635,2.8000000000000003,2.8000000000000003,0.0,-1.4304806994769326e-05,0.0,0.0,2.0,1.0,0.0,,1.0,,
